texto,nota,data,app
"𝔻𝕦𝕠𝕝𝕚𝕟𝕘𝕠 é 𝕄𝔸ℝ𝔸𝕍𝕀𝕃ℍ𝕆𝕊𝕆❤. 𝔸𝕟𝕥𝕖𝕤 𝕖𝕦 𝕟 𝕤𝕒𝕓𝕚𝕒 𝕟𝕕 𝕕𝕖 𝕚𝕟𝕘𝕝ê𝕤 , 𝕕𝕡𝕤 𝕢 𝕔𝕠𝕞𝕖𝕔𝕖𝕚 𝕒 𝕦𝕤𝕒𝕣 𝕠 𝔻𝕦𝕠𝕝𝕚𝕟𝕘𝕠 ,𝕡𝕒𝕤𝕤𝕖𝕚 𝕗𝕒𝕝𝕒𝕣 𝕚𝕟𝕘𝕝ê𝕤 𝕞𝕦𝕚𝕥𝕠 𝕞𝕖𝕝𝕙𝕠𝕣 . 𝕊𝕦𝕡𝕖𝕣 𝕣𝕖𝕔𝕠𝕞𝕖𝕟𝕕𝕠",5,2026-04-06 16:08:05,Duolingo
excelente,5,2026-04-06 16:00:03,Duolingo
o duo tá atrás de mim 😀😀😀😀,5,2026-04-06 15:59:53,Duolingo
"muito bom! ensina bem e tem várias línguas. no momento, estou aprendendo coreano em dias! recomendo",5,2026-04-06 15:59:34,Duolingo
5 estrelas o duo ou domingo,5,2026-04-06 15:57:59,Duolingo
"Eu amo o app, mas uma coisa que eu quero relatar. Eu comecei a fazer xadrez, e está sendo maravilhoso, porém , tem vezes que quando eu vou fazer uma partida de xadrez e ele manda que não é a melhor jogada, o botão de desfazer jogada fico nos três pontinhos. Peço que dêem um jeito nisso. Com carinho: Allanabeuty",5,2026-04-06 15:57:54,Duolingo
peidei aaaaahhhhhh,4,2026-04-06 15:55:37,Duolingo
"Hello, in my opinion, this is the best language learning app. Congratulations!",5,2026-04-06 15:46:34,Duolingo
muito bom,5,2026-04-06 15:40:35,Duolingo
"O aplicativo falha em uma partida de xadrez e não volta, me obrigando a sair e perder a partida",1,2026-04-06 15:39:17,Duolingo
"ele ajuda muito mesmo, eu aprendi muito, e ele têm vários idiomas diferentes eu amei",5,2026-04-06 15:39:10,Duolingo
amor esse aplicativo amo passa meu tempo nesse aplicativo,5,2026-04-06 15:38:49,Duolingo
"muito bom,pode melhorar mais",5,2026-04-06 15:38:00,Duolingo
super prático divertido e ainda ensina,5,2026-04-06 15:37:39,Duolingo
muito bom 👍 😃 ótimo para aprender inglês melhor.,3,2026-04-06 15:36:07,Duolingo
amei vc tem q botar e-mail amei muito recomendo❤❤❤❤,5,2026-04-06 15:34:58,Duolingo
"Amo, ele me ajuda muito!!!",5,2026-04-06 15:26:57,Duolingo
"Estou a gostar da experiência, estou aprendendo lentamente mas é uma boa dinâmica",5,2026-04-06 15:25:30,Duolingo
esse APP é muito bom 👍,5,2026-04-06 15:19:50,Duolingo
ainda nao memorisei o verbo to be.,5,2026-04-06 15:15:26,Duolingo
opa o dou é top eu tô aprendendo xadrez e inglês e matemática do 6 ano i e top adorei mais o app tá cheio de anúncio n consigo Nei mais entrar na tela inicial sem um anúncio pó arruma isso pó,4,2026-04-06 15:08:55,Duolingo
acho q devia ser mais avançado,4,2026-04-06 15:08:38,Duolingo
o duo fez eu aprender notas musicais que eu nunca entendi e tbm lances de xadrez,5,2026-04-06 15:03:03,Duolingo
aprender de forma gameficada é sensacional,5,2026-04-06 14:59:54,Duolingo
muito educativo recomendo muito!,5,2026-04-06 14:59:40,Duolingo
pior que o azul,1,2026-04-06 14:59:27,Duolingo
eu queria falar com ele sem pagar e sem vídeos chamada,5,2026-04-06 14:56:21,Duolingo
muito bom para quem gostei de estudar língua deferentes só o super duo podia abaixar o preço,4,2026-04-06 14:49:19,Duolingo
amooooo,5,2026-04-06 14:48:49,Duolingo
muito bom,5,2026-04-06 14:47:58,Duolingo
estou aprendendo muito,5,2026-04-06 14:45:41,Duolingo
Muito bom e legal tem mecânicas muito legais como histórias podcast jogos ... porem tem bastantes anúncios,4,2026-04-06 14:38:45,Duolingo
e bao,5,2026-04-06 14:37:42,Duolingo
com o Duo consegue aprender bastante como um aplicativo pode ensinar mais do que a escola e Maravilhoso vc tem que tentar,5,2026-04-06 14:35:29,Duolingo
estendido,5,2026-04-06 14:34:15,Duolingo
MUITO BOM MUITO BOM MUITO BOMBOM,5,2026-04-06 14:30:03,Duolingo
um aplicativo perfeito para aprender outros idiomas e tbm ele ajuda muito pra vc se desenvolver,5,2026-04-06 14:28:48,Duolingo
eu adoro a Coreia e quieto aprender Duolingo é o melhor de todos ela encima direitinho Duolingo eu vou conseguir 10000000xp te amo Duolingo aceita sua coluna e peguei seu cafézinho que você vai precisar,5,2026-04-06 14:26:27,Duolingo
"Muito bom o app, ele finalmente me devolveu minha vó",5,2026-04-06 14:24:19,Duolingo
"gosto muito, só não gosto por causa da perseguição quando não faço lição logo",4,2026-04-06 14:23:56,Duolingo
muito bom 👍,5,2026-04-06 14:17:42,Duolingo
Estou aprendendo muito e me divertindo.,5,2026-04-06 14:16:13,Duolingo
muito divertido e muito aprendizado estou adorando,4,2026-04-06 14:15:27,Duolingo
o sistema de energia piorou muito o jogo,4,2026-04-06 14:13:00,Duolingo
muito bommmmmm,5,2026-04-06 14:08:36,Duolingo
E muito bom mesmo em 😉,5,2026-04-06 14:02:32,Duolingo
muito bom ☺️,5,2026-04-06 14:02:04,Duolingo
muito legal,5,2026-04-06 13:58:14,Duolingo
"melhorei muito meu inglês, principalmente a leitura. estou utilizando quase fechando 1 ano de uso.",5,2026-04-06 13:50:55,Duolingo
muito educativo e a aprendizagem e muito boa,5,2026-04-06 13:50:44,Duolingo
Maravilhoso!,5,2026-04-06 13:49:10,Duolingo
muito bom para estudar,5,2026-04-06 13:48:57,Duolingo
eu amo o duo,5,2026-04-06 13:43:03,Duolingo
e legal sei quase todo de engles por sua abilidade,5,2026-04-06 13:42:14,Duolingo
"gostei, só acho que.. deviam colocar curso em Russo para quem fala português, pois eu sempre quis fazer russo, o restante está ótimo mas.. se tivesse curso russo para quem fala português teria 5 estrelas, e o duo podia spammar menos notificações sabe? é apenas isso, agradeço a compreensão! <3",4,2026-04-06 13:41:26,Duolingo
🫵😁😁😁😁,5,2026-04-06 13:39:39,Duolingo
amei,5,2026-04-06 13:37:02,Duolingo
ensina muito bem pra quem usa o inglês todo dia recomendo muito.,5,2026-04-06 13:36:38,Duolingo
Um app divertido que me entretenhe por muitos tempos :) mas uma coisa que vem me atrapalhando muito nos estudos é ter energia. não é um jogo é um estudo sério as lições ficam incompletas por causa de XP não seria melhor não ter nada disso e fazer as lições normais? ou apenas volte os corações de volta era melhor do que isso:) atrapalha quem está concentrado nas lições além de perder tempo sei que é pra incentivar mas Corações eram melhores pois XP acaba rápido minha opinião;) e tira avontadede📚,5,2026-04-06 13:35:15,Duolingo
muito bom,5,2026-04-06 13:35:11,Duolingo
é muito bom 😁,5,2026-04-06 13:34:05,Duolingo
eu amei é muito útil para aprender,5,2026-04-06 13:34:02,Duolingo
muito bom ❣️,5,2026-04-06 13:33:47,Duolingo
Era dentro esse pássaro verde,5,2026-04-06 13:32:57,Duolingo
recomendo,5,2026-04-06 13:31:46,Duolingo
muito bom,5,2026-04-06 13:30:20,Duolingo
"acho muito bom,e de bom ensinamento.Poid estou fznd a 3 meses e já falo um pouco fluentemente",5,2026-04-06 13:21:58,Duolingo
adorei!,5,2026-04-06 13:21:23,Duolingo
até o momento estou conseguindo entender tudo q me e passado e tô realmente sentindo uma evolução ótimo pra quem quer aprender algo mais n tem dinheiro pra um curso eu indico dms,5,2026-04-06 13:20:52,Duolingo
O DUOLINGO É UMA FONTE DE APRENDIZADO MUITO BOA,5,2026-04-06 13:18:40,Duolingo
estou aprendendo muito com o duolingo,5,2026-04-06 13:15:11,Duolingo
aprendi espanhol muito rápido,5,2026-04-06 13:14:14,Duolingo
aplicativo está com problema nas últimas 20h,5,2026-04-06 13:13:30,Duolingo
e muito legal esse jogo eu aprendi em 1 mês,5,2026-04-06 13:12:50,Duolingo
"Aplicativo de estudos muito bom! estou estudando inglês nele, em uma semana vc pode aprender muitas palavras, ele vai te mandar mensagem todos os dias pra você fazer suas tarefas, confesso que isso me irrita um pouco por que não é todos os dias que eu vou ter tempo para fazer as atividades, e caso vc não faça, seu nível não vai abaixar só vai congelar mesmo, e outro pequeno detalhe que me irrita é as partes que ele pede para vc falar, eu tenho certeza que estou flnd certo, e ele bota como errado",5,2026-04-06 13:11:47,Duolingo
Bom,4,2026-04-06 13:11:29,Duolingo
Duolingo é muito bom para as pessoas que não sabem algumas coisas.,5,2026-04-06 13:10:31,Duolingo
joguem xadrez,5,2026-04-06 13:10:10,Duolingo
Duolingo é muito bom e divertido amo domingo,5,2026-04-06 13:08:01,Duolingo
"é uma ótima opção pra quem quer aprender outras línguas eu amei não paga nada e é muito bom mesmo kkk 😊 amei ,ele me ajudou bastante para eu aprender inglês",5,2026-04-06 13:05:34,Duolingo
só não dou 5 porque tem que pagar pra ter XP,4,2026-04-06 13:05:25,Duolingo
muito bom,3,2026-04-06 13:04:41,Duolingo
aprendi muita coisa!,5,2026-04-06 13:03:14,Duolingo
"Eu gostei muito, achei muito bom e muito fácil de entender as palavras, explica muito bem as coisas.",5,2026-04-06 13:03:02,Duolingo
"muito bom,me ensina direitinho,amei",5,2026-04-06 13:02:54,Duolingo
"O Duolingo é muito bom para praticar e aprender Inglês e outros idiomas, é como se fosse um jogo que ao decorrer da jornada você passa para outros níveis, também há a recompensa que é uma caixa que evolui para outros níveis. Simplesmente Incrível! Recomendo muito para prática e aprender!",5,2026-04-06 12:58:15,Duolingo
"Ajuda bastante, eu estou até formando algumas palavras com poucos dias de uso",5,2026-04-06 12:57:55,Duolingo
Melhor app que eu já vi a dar aulas de inglês,5,2026-04-06 12:55:06,Duolingo
maravilhoso,5,2026-04-06 12:50:56,Duolingo
o microfone não tá me ouvindo,5,2026-04-06 12:50:45,Duolingo
"Aplicativo muito bom para aprendizado, já aprendi pelo menos umas 20 palavras novas. O unico problema para não dar 5 estrelas é que precisa pagar pra conseguir aprender até se cansar, tipo?? As energias são totalmente desnecessárias aqui. Eu entendo que fazer um curso de graça tem um custo muito alto, mas a cada 1 lição aparecer anúncio é muito chato.",4,2026-04-06 12:50:29,Duolingo
é muito bom você pode ver Duolingo Max e super três dias grátis e é muito bom tem como aprender tudo,5,2026-04-06 12:49:51,Duolingo
esse app é muito bom pra prender ó inglês🇱🇷,5,2026-04-06 12:47:53,Duolingo
eu estou aprendendo bastante com o Duolingo,5,2026-04-06 12:45:47,Duolingo
eu gostei demais,5,2026-04-06 12:43:49,Duolingo
MT bom,5,2026-04-06 12:43:02,Duolingo
esse app muito bom recomendo muito visse ele só me ensina inglês em espanhol gostei muito visse 👁️🫦,5,2026-04-06 12:42:17,Duolingo
"O app é maravilhoso, adorei ❤ ❤ ❤.",5,2026-04-06 12:41:49,Duolingo
muito bom para aprender inglês espanhol ect....,5,2026-04-06 12:39:58,Duolingo
amei,4,2026-04-06 12:37:23,Duolingo
"amo, rs",5,2026-04-06 12:35:59,Duolingo
"ele é muito bom e motivado a gostar de aprender línguas, minha filha tá muito bem no inglês por causa dele minha vida mudou muito ♡♡♡",5,2026-04-06 12:34:45,Duolingo
"eu estou aprendendo coreano no duolingo,e ja em uma semana ja aprendi um tantão! amo o duolingo!",5,2026-04-06 12:33:40,Duolingo
eu adorei mas a gente aprende várias coisas e também estudar,5,2026-04-06 12:33:04,Duolingo
é pq o Duolingo me ajuda de mais eu não sabia falar inglês agora estou aprendendo,5,2026-04-06 12:31:59,Duolingo
great job this app,5,2026-04-06 12:30:49,Duolingo
é muito bom,5,2026-04-06 12:30:46,Duolingo
é muito bom porque vc aprende inglês e etc muito bom tenho amigo inglês e aprendi a falar com ele,5,2026-04-06 12:30:44,Duolingo
"eu amei ,fiquei muito mais fluente do que antes",5,2026-04-06 12:29:52,Duolingo
ele é muito legal e pra estudar pra escola 🎒🏫,5,2026-04-06 12:29:49,Duolingo
"aprendendo espanhol,muito bom agradeço. 💖💖",5,2026-04-06 12:29:10,Duolingo
muito bom para aprender outras línguas,5,2026-04-06 12:28:16,Duolingo
gostei muito tem xadrez eu já sei e inglês ecomendo muito❤️❤️,5,2026-04-06 12:28:04,Duolingo
muito bom jogo ajuda ah aprender mto estou adorando♡,5,2026-04-06 12:26:19,Duolingo
O jogo ensina a fala languages de LA de fora do pais Brasil eu estou na espanha falando espanhol por causa do douling que mim ensinou tchau fica com Deus e que todos aprendao goodbye 👋👋👋,5,2026-04-06 12:23:58,Duolingo
muito bom 👍🏻,5,2026-04-06 12:23:55,Duolingo
muito bom 😃,5,2026-04-06 12:23:09,Duolingo
é muito bom,5,2026-04-06 12:21:44,Duolingo
muito bom ensino mesmo bom trabalho buolingo ☺️🙏,5,2026-04-06 12:21:30,Duolingo
"muito bom, só não roube minha vó☝️",5,2026-04-06 12:19:05,Duolingo
gostei porque gostei e gostei sim muito gostei demais muito gostante gostei isso é gostavel e eu gostei ok gostei,5,2026-04-06 12:18:43,Duolingo
amoo o duo mas quando ele botou a energia ficou muito pior para fazer as lições e tem pessoas que não tem condições de pagar o plano lapor isso eu tirei uma estrela,4,2026-04-06 12:17:39,Duolingo
"bom, mais precisa de energia para continuar jogando",4,2026-04-06 12:17:18,Duolingo
otimo,5,2026-04-06 12:16:28,Duolingo
bem legal,5,2026-04-06 12:09:17,Duolingo
"bagui e doido, te faz ter apego por aprender, pega no seu emocional de um um jeito bom !",5,2026-04-06 12:09:12,Duolingo
"gosto tanto do Duolingo, e também acho por ser uma aplicativo de estudo de inglês e mais idioma, seria fx se fizessem exames de inglês e de muitos mais idioma e dessem certificado, isso seria maravilhoso e também poderia aumentar o número de usuários porque, não poderia só ser o aplicativo de tudo mais também poderia proporcionar, chance de muita gentes conseguirem emprego",5,2026-04-06 12:07:28,Duolingo
muito bom,5,2026-04-06 12:05:06,Duolingo
Muito bom para quem quer aprender cursos 👍,5,2026-04-06 11:59:55,Duolingo
"o Duolingo é muito bom, um único porém é que eles repetem muito as lições",4,2026-04-06 11:59:01,Duolingo
Muito bommmmm,5,2026-04-06 11:57:52,Duolingo
"bom aplicativo para aprender uma língua, só acho que devia de ter outras tmb mas estou satisfeito",5,2026-04-06 11:56:02,Duolingo
Muito bom e bem prático.,4,2026-04-06 11:53:12,Duolingo
Legal do olingo,5,2026-04-06 11:52:38,Duolingo
eu gostei porque posso aprender espanhol 🖤,5,2026-04-06 11:48:18,Duolingo
"excelente, e mais é gratuito. E o melhor tem certificação",5,2026-04-06 11:47:13,Duolingo
realmente é bem funcional,5,2026-04-06 11:43:52,Duolingo
Ele e muito bom mesmo 😍😍😍,5,2026-04-06 11:43:17,Duolingo
eu amo o Duolingo ele simplesmente maravilhoso me ajuda no inglês além do aprendizado a gente brinca muito mas eu queria que ele atualizasse para nós se divertir mais ainda p,5,2026-04-06 11:41:10,Duolingo
não me sequestra duo tô amando aprender inglês com você ❤️🧡💛💚💙💜,5,2026-04-06 11:39:20,Duolingo
Eu acho muito legal,5,2026-04-06 11:38:47,Duolingo
muito perfeito,5,2026-04-06 11:34:51,Duolingo
isso é muito bom,5,2026-04-06 11:34:29,Duolingo
estou aprendendo café ou chá todo dia toda hora kkkkk mas tó adorando,5,2026-04-06 11:26:57,Duolingo
amo muito bom estou ficando ótima,5,2026-04-06 11:26:50,Duolingo
"muito bom! use se quer aprender outro idioma,aprendi inglês e falo com frequência",4,2026-04-06 11:25:52,Duolingo
ótimo pra aprender,5,2026-04-06 11:25:07,Duolingo
daora mais tá demorando vir as palavras que ensina de verdade,4,2026-04-06 11:24:11,Duolingo
"Melhor aplicativo de aprendizado sobre comunicação, divertido e prático.",5,2026-04-06 11:20:36,Duolingo
vou aprender a falar com minha amiga colombiana com esse app,5,2026-04-06 11:19:52,Duolingo
Bom aprendendo inglês,5,2026-04-06 11:18:09,Duolingo
muito bom ajuda muito no inglês,5,2026-04-06 11:16:31,Duolingo
"olha eu pulei para o estágio 2 pois tava muito fácil , e aqui aprendi coisas que nunca imaginar saber "" I want "" eu quero agora eu sei 6x mais oque eu já sabia e aqui eu posso aprimorar meus conhecimentos sem pagar um dos únicos graças a Deus , obrigado por existir Duolingo !",5,2026-04-06 11:12:30,Duolingo
ajuda nos estudos e se precisarmos nos comunicarmos em outra língua,5,2026-04-06 11:10:19,Duolingo
ele não entende oq eu falo mais ele é incrível,4,2026-04-06 11:08:37,Duolingo
ele é muito bom 🙂💕,5,2026-04-06 11:04:11,Duolingo
na hora de jogar uma partida de xadrez com o Oscar ele fica nos controlando,4,2026-04-06 11:01:28,Duolingo
"gostei muito,mas precisa de um tal de energia, só isso que não gostei.",4,2026-04-06 11:00:37,Duolingo
muito bom mesmo,5,2026-04-06 10:59:33,Duolingo
muito bom,4,2026-04-06 10:56:02,Duolingo
insônia bem mas e cheio de anúncios pedindo para comprar o super,4,2026-04-06 10:55:55,Duolingo
perfecto!.,5,2026-04-06 10:53:47,Duolingo
"O aplicativo está travando o tempo todo, vc está fazendo um exercício e trava do nada!",1,2026-04-06 10:53:11,Duolingo
"Estou aprendendo japonês muito rápido , Duolingo está sendo muito útil na minha vida e perfeito só baixem",4,2026-04-06 10:52:48,Duolingo
E bom mais eu não tenho aquele de matemática dele que do aplicativo por que ainda não atualizou no meu celular mais da minha mãe sim aí como eu tô no 5* eu preciso estuda matemática ;(,4,2026-04-06 10:52:07,Duolingo
É MUITO LEGAL PARA APRENDER!!!,5,2026-04-06 10:51:35,Duolingo
"gosto muito do app. mas tá dando vários bugs de etapas concluídas que não são marcadas, e recarrego as energias com cristais, os cristais somem e a energia não recarrega.",3,2026-04-06 10:51:05,Duolingo
Uma maneira simples de aprender um novo idioma.,5,2026-04-06 10:49:44,Duolingo
muito bom eu estou aprendendo muito,5,2026-04-06 10:46:34,Duolingo
this app is very Good,5,2026-04-06 10:44:42,Duolingo
ESTA ME ENSINANDO MONITO,5,2026-04-06 10:44:05,Duolingo
legal litera mete inglês,5,2026-04-06 10:43:05,Duolingo
ele é muito bom aprender inglês bastante palavras simples,5,2026-04-06 10:42:56,Duolingo
legal,5,2026-04-06 10:42:50,Duolingo
muito bom para quem quer aprender um novo idioma ❤️,5,2026-04-06 10:41:35,Duolingo
muito bom,5,2026-04-06 10:38:54,Duolingo
O DUOLINGO EM SINA,5,2026-04-06 10:38:33,Duolingo
excelente,5,2026-04-06 10:38:21,Duolingo
muito bom para aprender inglês,4,2026-04-06 10:34:14,Duolingo
eu achei esse aplicativo muito bom ele é ótimo para aprender novos idiomas diferentes,5,2026-04-06 10:33:28,Duolingo
muito legal,5,2026-04-06 10:33:00,Duolingo
adorei,5,2026-04-06 10:32:35,Duolingo
"aplicativo muito bom e divertido,gostei muito",5,2026-04-06 10:31:22,Duolingo
a melhor APP para aprender qualquer língua,5,2026-04-06 10:30:45,Duolingo
"amei, estou aprendendo muito rápido inglês,duo seus ensinamentos estão de parabéns",5,2026-04-06 10:28:15,Duolingo
muito divertido!,5,2026-04-06 10:27:45,Duolingo
😎,5,2026-04-06 10:27:07,Duolingo
não sequestra quem faz lição,5,2026-04-06 10:22:52,Duolingo
"Muito bom esse aplicativo, estou aprendendo inglês melhor do que na escola.",4,2026-04-06 10:21:52,Duolingo
