texto,nota,data,app,sentimento,tamanho,palavras,ano_mes
"Como que vocês podem errar em uma coisa tão fácil? Em japonês, o termo Kochirakoso está escrito com Su no final: そ( É o certo) す é o errado; Não existe uma palavra ou termo denominado ""Kochirakosu こちらこす""",1,2025-03-25 20:18:23,Quizlet,Negativo,203,38,2025-03
Horrível não instalem,1,2025-01-18 20:31:50,Quizlet,Negativo,21,3,2025-01
não dá para mim entender nada,1,2025-02-03 14:36:19,Quizlet,Negativo,29,6,2025-02
Problema pra entrar com a conta Google. contínuo sem conseguir entrar aínda não resolveram?,1,2023-12-16 13:03:27,Udemy,Negativo,91,14,2023-12
Péssimo. Qualquer app que cobre ou massacre de anúncios tem que ser avaliado com uma via láctea de estrelas cadentes e ser imediatamente deletado por todos.,1,2024-07-19 15:36:38,Photomath,Negativo,156,26,2024-07
Vídeos em inglês ai fica difícil p nossos filhos,2,2018-11-14 14:39:44,Khan Academy,Negativo,48,9,2018-11
Depois que adicionaram a versão premium foi horrível não gostei era muito bom melhorem.,1,2024-06-13 18:02:26,Photomath,Negativo,87,14,2024-06
As matérias n pegam direito. Sempre q eu tento entrar na materia de matemática ela NUNCA abre. E tb tem um delei no app.,1,2022-07-23 22:09:25,Khan Academy,Negativo,120,24,2022-07
Os cursos são ótimos mas depois dessa atualização as aulas não baixam de jeito nenhum,2,2024-05-21 19:25:12,Udemy,Negativo,85,15,2024-05
"depois que adicionaram a versão paga, o aplicativo ficou horrível",1,2025-12-19 19:34:26,Photomath,Negativo,65,10,2025-12
Sou um estudante de 9classe preciso de ajuda mais a app não ajuda a app devia pedir dados do que deve ser feito app só quer números devia dar passo a passo da resolução,1,2024-06-17 07:56:36,Photomath,Negativo,168,34,2024-06
"O app é muito ruim difícil de mexer e não tem nenhum manual ensinando com mexer você pesquisar uma coisa e aparece outra , não tem nada a ver com as imagem que o app mostra totalmente diferente definitivamente não recomendo é mais fácil passar colando do que estudando por esse app",1,2024-11-22 22:01:46,Quizlet,Negativo,281,52,2024-11
APP HORRÍVEL TA CHEIO DE LIÇÃO PRA FZR,1,2025-05-20 21:15:54,Khan Academy,Negativo,38,8,2025-05
muito ruim tem vez que coloca uma questão e a resposta e 2 que sao a mesma coisa e 1 diferente e marquei de qualquer forma e diz que ta errado se marquei qualquer forma,1,2026-02-04 17:35:35,Khan Academy,Negativo,168,35,2026-02
Eu odeio esse aplicativo,1,2024-02-19 22:03:28,Google Classroom,Negativo,24,4,2024-02
Dei 1 estrela pq so de olhar pra esse app eu me lembro das notas baixa na pandemia,1,2023-02-27 23:32:15,Google Classroom,Negativo,82,18,2023-02
adorei,2,2026-04-01 08:08:54,Duolingo,Negativo,6,1,2026-04
Odeeio,1,2024-10-29 14:22:59,Google Classroom,Negativo,6,1,2024-10
Todo bugado os videos nao carregam,1,2024-10-30 12:01:26,Khan Academy,Negativo,34,6,2024-10
"Já tenho o app há vários anos, assim como o chromecast. A há anos o app não funciona direito com ele. Não conseguem fazer uma implementação satisfatória?",1,2023-10-15 11:22:15,Udemy,Negativo,153,27,2023-10
esse aplicativo só te cobra se eu pudesse eu dava 0 estrelas,1,2025-05-21 16:24:42,Quizlet,Negativo,60,12,2025-05
😭,1,2024-02-08 10:06:46,Google Classroom,Negativo,1,1,2024-02
"Umas das piores coisas que o secretário da educação implementou a educação pública, junto com o restante dos aplicativos.",1,2024-05-21 10:55:07,Khan Academy,Negativo,121,19,2024-05
Não gostei não conseguir apesar o aplicativo direito,2,2025-03-15 08:51:23,Quizlet,Negativo,52,8,2025-03
Horrível nunca consegue compreender os problemas,1,2024-05-19 12:08:03,Photomath,Negativo,48,6,2024-05
"ruim ñ tem o que eu quero,a qualidade é boa,mais como eu falei n tem o que eu preciso,ñ tem os conteúdos que eu quero então n presta na minha opinião!!!",1,2024-11-29 23:21:04,Quizlet,Negativo,152,31,2024-11
"orrível, só ter conteúdo iscolar",1,2022-11-18 10:17:34,Google Classroom,Negativo,32,5,2022-11
"O aplicativo é excelente, porém começou a dar problemas, e não rsrou conseguindo acessar mais. Podem ajudar?",1,2025-01-05 23:35:19,Udemy,Negativo,108,17,2025-01
"Ele não sabe fazer contas com fração, com expoente.",1,2025-01-20 11:57:52,Photomath,Negativo,51,9,2025-01
Uso a versão paga. Infelizmente o aplicativo prioriza o ensino de palavras e regras que são pouco uteis no dia a dia. Os diálogos (audio) são chatos e narrados de forma muita lenta (e não tem como mudar). Entendo que deva existir inclusão de genero mas no aplicativo isso parece ser 95% do conteúdo ligado a relacionamento. Algumas traduções/exercicios confundem muito e outros levam a um entendimento errado (diferente de outras plataformas).,2,2023-05-28 10:39:03,Babbel,Negativo,443,72,2023-05
"Já era ruim, mas agora piorou de vez: simplesmente nem consigo fazer login...",1,2023-04-19 07:22:14,Google Classroom,Negativo,77,13,2023-04
"Fiz a assinatura do plano de acordo com a parceria com a empresa Tim. Eles cobram a mensalidade de R$ 20,00 já descontando na minha conta telefônica, mas não liberam a lição. Ou seja, estou pagando o segundo mês consecutivo, e não consegui fazer a lição. Quando Clico na lição, aparece desbloquear, e quando tento desbloquear aparece o valor mensal de 26 reais por mês, ou seja propaganda enganosa. Vou cancelar, pq não vou pagar pelo 3° mês e não ter acesso a nada. Melhorem por favor!!!",1,2025-02-23 15:43:59,Babbel,Negativo,488,87,2025-02
"Muitos problemas para carregar o conteúdo na página inicial, já fazem meses que está assim, não consigo acessar pelo aplicativo",2,2024-01-30 07:11:34,Udemy,Negativo,127,20,2024-01
Era bom o aplicativo só que agora tem que para ver passo a passo,2,2024-03-15 23:00:44,Photomath,Negativo,64,14,2024-03
"Uma desgraça, só serve pra fazer raiva",1,2022-11-14 17:27:51,Google Classroom,Negativo,38,7,2022-11
Bom eu nunca experimentei esse aplicativo mas dizem que e muito bom e eu vou testa,1,2025-02-09 10:58:19,Quizlet,Negativo,82,16,2025-02
Horrível,1,2024-05-09 09:24:50,Photomath,Negativo,8,1,2024-05
Não está passando de primeiras etapas. Bugado o app,1,2024-04-16 22:22:15,Google Classroom,Negativo,51,9,2024-04
ruim como sempre.,1,2026-03-16 21:27:32,Google Classroom,Negativo,17,3,2026-03
A escola me deixou com depressão e vontade de me matar,1,2024-05-14 16:35:49,Google Classroom,Negativo,54,11,2024-05
Um aplicativo pago que não garante sua privacidade não dá. Não rola.,1,2024-10-31 02:34:52,Quizlet,Negativo,68,12,2024-10
Não gosto pq a gente tem que fazer tarefa online,1,2024-12-02 14:11:14,Google Classroom,Negativo,48,10,2024-12
"recebi uma oferta de acesso gratuito à plataforma da Babel, referente a minha assinatura da Tim mas não consigo acesso aos cursos, apenas mediante pagamento Como devo proceder?",1,2024-10-23 18:41:24,Babbel,Negativo,176,28,2024-10
"Desde que baixei o aplicativo, não consigo entrar, isso já tem mais de uma semana! Fiz cadastro pelo site, na esperança que o aplicativo voltaria ao normar! Quero meu reembolso!",1,2023-04-05 14:17:51,Udemy,Negativo,177,30,2023-04
"esse aplicativo não serve, vc tenta das login nunca chega o código, coloca uma senha pelo menos funciona",1,2025-11-18 23:41:32,Udemy,Negativo,104,18,2025-11
Pensa num app complicado!!!! Uma burocracia para os alunos entrarem.,1,2024-10-17 21:19:33,Khan Academy,Negativo,68,10,2024-10
"tenho dois cursos no Hotmart, os vídeos não carregam bem e quando carregam, interrompem, se vc abre o vídeo na tela inteira do tablet e depois quer voltar, não consegue, ele buga, tem que fechar tudo e abrir de novo. Melhorem por favor.",1,2026-01-30 16:47:57,Hotmart Sparkle,Negativo,236,43,2026-01
👎,1,2023-03-23 19:58:46,Google Classroom,Negativo,1,1,2023-03
Esse app realmente e muito bom mais isso era antes agora pra um simples conta você tem que pagar o plus para resolver uma conta não gostei disso pq isso agr antes não era assim 😠😤🙄isso realmente é horrível melhorem Até minha sobrinha de 5 anos teria noção de não fazer isso com um app,1,2024-04-02 18:58:48,Photomath,Negativo,284,55,2024-04
Apresentando erro ao postar atividade,2,2023-10-24 11:35:20,Google Classroom,Negativo,37,5,2023-10
Um lixooooooo,1,2023-04-26 17:30:50,Babbel,Negativo,13,2,2023-04
"Ruim, tudo tem que pagar",2,2023-06-18 12:14:15,Babbel,Negativo,24,5,2023-06
👏❤️♥️,1,2022-09-27 22:30:45,Google Classroom,Negativo,5,1,2022-09
"Simplesmente não baixa nenhuma aula, tem que melhorar muito, você bota pra baixar mas o download não inicia, muito ruim",2,2023-04-02 19:20:45,Udemy,Negativo,119,20,2023-04
"NÃO CARREGA MINHAS RECOMENDAÇÕES MAIS RECENTES. AJEITA ISSO, POR FAVOR",1,2021-03-01 20:28:58,Khan Academy,Negativo,70,10,2021-03
Aaaaaaaaaaarrrrg deixem tudo mais fácil😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,2020-09-08 09:38:59,Khan Academy,Negativo,71,5,2020-09
ME FORMEI E EU SEMPRE ODIEI ESSA PREULA,1,2024-02-21 20:04:49,Google Classroom,Negativo,39,8,2024-02
NÃO CHEGA NENHUMA NOTIFICAÇÃO AVISANDO OS RECADOS NENHUMA. A 1 ANO ESSA PALHAÇADA,1,2025-08-14 13:37:15,Google Classroom,Negativo,81,13,2025-08
nunca abre quando eu preciso usar,1,2025-07-10 18:06:13,Google Classroom,Negativo,33,6,2025-07
"não abre nem posso adicionar a conta a que ela eatá apensa, que é a da área do trabalho.",1,2025-07-04 09:21:38,Google Classroom,Negativo,88,19,2025-07
"Não sei conta básica, eu achei desnecessário esse app. 😡",1,2024-08-18 23:24:17,Khan Academy,Negativo,56,10,2024-08
por que diabos o aplicativo simplesmente não entra? toda vez tenho que limpar os dados pra poder entrar,1,2025-05-31 10:58:44,Google Classroom,Negativo,103,18,2025-05
odeio estudar entao odeio o app✌️,1,2023-05-30 19:12:23,Google Classroom,Negativo,33,6,2023-05
ODEIO A ESCOLA,1,2020-04-21 01:01:32,Khan Academy,Negativo,14,3,2020-04
"Aplicativo fica bugando, sai da aula sozinho, some com os cursos e diz que a plataforma está indisponível.",1,2024-10-19 10:16:56,Udemy,Negativo,106,18,2024-10
"Horrível, fui cancelar no mesmo dia a compra da assinatura e não recebi o reembolso.",1,2025-11-04 22:39:40,Babbel,Negativo,84,15,2025-11
o app é bom mas quando vou para enviar uma atividade acaba dando erro na hora de enviar então porfavor consertem isso blz.,1,2024-03-07 07:17:32,Google Classroom,Negativo,122,23,2024-03
Essa desgraça desse app fica crashando toda vez q eu tento abrir ele,1,2023-11-03 10:56:39,Google Classroom,Negativo,68,13,2023-11
eu não tinha achado quase nada nesse aplicativo nem uma conta e só perguntar escrita,1,2025-04-06 10:09:48,Quizlet,Negativo,84,15,2025-04
"A uso desde que saí do ensino médio para manter e revisar alguns conteúdos básicos. Infelizmente, após a última atualização todos os meus dados de progresso sumiram, inclusive os pontos",1,2021-12-25 13:50:58,Khan Academy,Negativo,185,30,2021-12
"Não estou conseguindo enxergar nada, instalei o aplicativo e as letras estão todas brancas com a cor do aplicativo.",1,2023-04-04 15:50:12,Babbel,Negativo,115,19,2023-04
Não estou conseguindo entrar no app da faculdade.,1,2025-08-18 17:07:38,Google Classroom,Negativo,49,8,2025-08
🍁 10 reais a grama🍁,1,2023-07-04 14:17:37,Google Classroom,Negativo,19,5,2023-07
Odeio estudar,1,2023-03-14 12:57:16,Google Classroom,Negativo,13,2,2023-03
✋🗿,1,2022-09-05 16:21:21,Google Classroom,Negativo,2,1,2022-09
Muito ruim nao da resposta certa,1,2024-05-18 13:00:57,Photomath,Negativo,32,6,2024-05
"Boa tarde! Estou tentando baixar, porém o app não carrega.😏",1,2026-03-20 12:19:16,Udemy,Negativo,59,10,2026-03
"Aplicativo com bugs, toda vez que desbloqueio o ecrã, troca de vídeo.",1,2022-06-29 06:37:01,Udemy,Negativo,69,12,2022-06
achei confuso,2,2025-09-28 21:54:54,Quizlet,Negativo,13,2,2025-09
O app é muito bom mas não gosto de estudar,1,2022-10-26 20:51:42,Google Classroom,Negativo,42,10,2022-10
Não consigo baixar os arquivos,2,2023-10-21 10:20:02,Google Classroom,Negativo,30,5,2023-10
Nao apresentou a resoluçao dos problemas que quis simplesmente um lixo,1,2025-02-25 15:24:09,Photomath,Negativo,70,11,2025-02
"Ultimamente, anda sendo horrível esse aplicativo. Desde a atualização do Android, o aplicativo às vezes não abre e, quando abre, acaba fechando sozinho de vez em quando. Tempo é algo que os estudantes normalmente não tem, e não podemos ficar com esses erros e ficar perdendo tempo",1,2025-06-27 08:44:30,Google Classroom,Negativo,280,47,2025-06
o aplicativo é horrível a ideia é boa mas execução é muito ruim.nao passa exercícios só perguntas pelo menos em matemática não ajudou não recomendo .,1,2025-04-20 10:25:03,Quizlet,Negativo,149,26,2025-04
não estou aprendendo nada,1,2025-06-12 07:54:46,Quizlet,Negativo,25,4,2025-06
"fiz a assinatura e cobrou o valor por inteiro, não foi parcelado como dizia na hora de fazer, como faço para cancelar por favor",1,2025-10-22 15:51:04,Babbel,Negativo,127,24,2025-10
Péssimo,1,2024-06-25 10:41:16,Google Classroom,Negativo,7,1,2024-06
N gostei pois n aparecia as respostas certas.,1,2024-06-09 22:42:44,Photomath,Negativo,45,8,2024-06
O aplicativo era ótimo e simplesmente parou de atualizar e está dando vários bugs. E eu sou professora. Tá me prejudicando muito. Já limpei os caches e nada,1,2023-05-06 19:08:38,Google Classroom,Negativo,156,28,2023-05
No 40 pulls in hsr,1,2024-03-28 02:22:23,Google Classroom,Negativo,18,5,2024-03
ruim,1,2022-10-26 09:35:46,Google Classroom,Negativo,4,1,2022-10
"Fiz somente uma atividade no app e gostei bastante, porém foi impossível continuar o curso, visto que para desbloquear as outras atividades o app te obriga a assinar os planos.",1,2023-10-05 00:15:18,Babbel,Negativo,176,30,2023-10
eu ja estava acostumado com a forma antiga tanto que tinha juntando mil diamantes ai colocaram isso que a energia se erra uma vez não da pra fazer duad lições e para recaregar e 450 diamantes gastei tudo em um dia e como os niveis mais altos e difcil pra chegar a parte de poder ir pro proximo trofeu não saio do vermelho de rebaixamento quase e estou no nivel perola so ainda sinceramente que forma gananciosa de fazer as pessoas poder estudar não e mais como antigamente deviam ser envergonhar,2,2026-04-03 22:52:42,Duolingo,Negativo,495,91,2026-04
horrivel,1,2025-06-12 15:15:07,Google Classroom,Negativo,8,1,2025-06
"Português de Portugal não existe. NOTA ZERO! Atualização: Agradeço a resposta dos produtores. Não incluirem o meu dialeto, numa aplicação de aprendizagem de línguas dá-me sem dúvida uma razão legítima para dar nota zero, ninguém gosta de aprender uma língua através de regras gramaticais diferentes, é confuso. Lá por o mercado brasileiro ser enorme não significa que os portugueses, que também são clientes, não mereçam atenção. O dinheiro fala mais alto do que a riqueza linguística, neste caso.",1,2023-04-26 16:45:26,Babbel,Negativo,497,78,2023-04
Escola me apunhalaneobo tempo todokkkk,2,2022-09-21 10:22:08,Google Classroom,Negativo,38,5,2022-09
"Precisam adicionar opção de remover um curso dentre os iniciados, por questões de organização. Adicionar a opção de poder dar zoom no vídeo para ampliar partes específicas das vídeo aulas.",2,2025-09-27 09:46:26,Udemy,Negativo,188,30,2025-09
"Simplesmente não tem como assistir as aulas gravadas, não reproduz os vídeos.",1,2025-06-14 11:54:00,Google Classroom,Negativo,77,12,2025-06
"Cada vez que atualiza esse aplicativo, ele fica mais bugado... Agora o bug é não escutar direito na leitura da palavra na tela com o microfone Eu repito várias vezes a mesma palavra com a mesma pronúncia e ele não escuta direito.",1,2026-04-03 19:12:37,Duolingo,Negativo,229,42,2026-04
"Não gostei, tempo que vc poderias está a estudar é o tempo que vás ficar tentar jogar o aplicativo, fica corriculo de trabalho Bwé informações sobre vc",2,2023-02-02 03:17:36,Google Classroom,Negativo,151,27,2023-02
dei uma estrela porque vem uma resposta por exemplo em português e a palavra em inglês não consigo aprender nada desse jeito achei péssimo,1,2025-03-20 22:14:07,Quizlet,Negativo,138,24,2025-03
