texto,nota,data,app,sentimento,texto_preprocessado,texto_stemmed,texto_lemmatized
"Comprei um curso na data de ontem 15/2, curso ao qual foi cobrado debitado no meu cartão, mas não consta em meus aprendizado. Somente estou postando aqui, porque essa plataforma junto ao Google play ao invés de facilitar a comunicação pra resolver o problema, eles simplesmente deixa você a mercê da solução, não encontro um meio ao qual eu realmente possa falar com alguém ""SER HUMANO"" no caso pra resolver. Lamentável, sempre tive bom relacionamento com udemy, mas dessa vez deixou a desejar!",1,2024-02-16 19:18:32,Udemy,Negativo,comprei um curso na data de ontem curso ao qual foi cobrado debitado no meu cartão mas não consta em meus aprendizado somente estou postando aqui porque essa plataforma junto ao google play ao invés de facilitar a comunicação pra resolver o problema eles simplesmente deixa você a mercê da solução não encontro um meio ao qual eu realmente possa falar com alguém ser humano no caso pra resolver lamentável sempre tive bom relacionamento com udemy mas dessa vez deixou a desejar,compr curs dat ont curs cobr debit cart const aprend soment post aqu porqu plataform junt googl play invé facil comunic pra resolv problem simples deix merc soluç encontr mei real poss fal alguém human cas pra resolv lament sempr bom relacion udemy dess vez deix desej,comprar curso data curso cobrar debitar cartão constar aprendizado postar plataforma junto google play invés facilitar comunicação pra resolver problema simplesmente deixar mercê solução encontrar realmente poder falar alguém humano caso pra resolver lamentável relacionamento udemy deixar desejar
Sinceramente falta melhorar a utilização.,1,2023-03-15 21:09:36,Google Classroom,Negativo,sinceramente falta melhorar a utilização,sinc falt melhor utiliz,sinceramente melhorar utilização
"Estou com um problema para entrar, pois não está permitindo que eu insira minha senha.",1,2023-03-21 09:11:53,Udemy,Negativo,estou com um problema para entrar pois não está permitindo que eu insira minha senha,problem entr poi permit ins senh,problema entrar permitir insira senhr
Não funciona,1,2023-04-18 20:22:07,Google Classroom,Negativo,não funciona,func,funcionar
Wety flutwe cuty bilwuery,1,2023-03-27 10:44:33,Google Classroom,Negativo,wety flutwe cuty bilwuery,wety flutw cuty bilwuery,Wety flutwe cuty bilwuery
"não aguento mais tanta tarefa, 1★ pq acabou com a minha vida social esse app",1,2023-05-18 11:13:35,Google Classroom,Negativo,não aguento mais tanta tarefa ★ pq acabou com a minha vida social esse app,aguent tant taref acab vid soc app,aguentar tarefa acabar vida social app
"Após essas várias atualizações está insuportável jogar. Está travando direto e acaba que perdemos os pontos já no final da partida. Péssimo isso, e eu uso a versão paga. Essa situação permanece, quando haverá mudanças?",1,2026-04-04 16:47:53,Duolingo,Negativo,após essas várias atualizações está insuportável jogar está travando direto e acaba que perdemos os pontos já no final da partida péssimo isso e eu uso a versão paga essa situação permanece quando haverá mudanças,após vár atual insuport jog trav diret acab perd pont final part péss uso vers pag situ permanec hav mudanç,várias atualização insuportável jogar travar direto acabar perder partida péssimo usar versão pagar situação permanecer haver mudança
"Está app é um roubo! Uma vergonha! Através do browser é possível ver cursos com o desconto e que custam 14,99€ mas quando se compra, e ao fazer log in, o curso passa logo para 84,99€. É uma vergonha! Cada vez mais se verifica a má fé da gestão desta app que cada vez mais tem menos conteúdos e os que tem são de fraca qualidade.",1,2023-02-26 16:19:38,Udemy,Negativo,está app é um roubo uma vergonha através do browser é possível ver cursos com o desconto e que custam € mas quando se compra e ao fazer log in o curso passa logo para € é uma vergonha cada vez mais se verifica a má fé da gestão desta app que cada vez mais tem menos conteúdos e os que tem são de fraca qualidade,app roub vergonh através brows possível ver curs descont cust compr faz log curs pass log vergonh cad vez verif gest dest app cad vez menos conteúd frac qual,app roubo vergonha browser curso desconto custar comprar log curso passar vergonha verificar gestão app conteúdo fraco qualidade
"Comprei um curso e não consigo mais pegar meu dinheiro de volta com reembolso, devia ter gastado com a Escola SAGA",1,2022-07-24 13:36:59,Udemy,Negativo,comprei um curso e não consigo mais pegar meu dinheiro de volta com reembolso devia ter gastado com a escola saga,compr curs consig peg dinh volt reembols dev ter gast escol sag,comprar curso com si dinheiro volta reembolso dever gastar escola saga
"Eu quero aprender francês e só aparece lições em inglês. Já instalei e desinstalei várias vezes Coloco minha preferência por Francês, respondo todas as perguntas, mas na hora de iniciar só aparece inglês. Dá pra alguém me ajudar?",2,2024-08-10 16:37:22,Babbel,Negativo,eu quero aprender francês e só aparece lições em inglês já instalei e desinstalei várias vezes coloco minha preferência por francês respondo todas as perguntas mas na hora de iniciar só aparece inglês dá pra alguém me ajudar,quer aprend franc aparec liç ingl instal desinstal vár vez coloc prefer franc resp tod pergunt hor inici aparec ingl pra alguém ajud,aprender francês aparecer lição inglês instalei desinstalei várias coloco preferência francês respor pergunta hora aparecer inglês pra alguém ajudar
"lixo, tudo pago",1,2024-04-24 09:43:14,Photomath,Negativo,lixo tudo pago,lix tud pag,lixo pagar
"Esse jogo tem uma ideia inicial boa, porém possui diversas falhas e uma interface que deixa a desejar. Uso o aplicativo constantemente por conta de ""obrigações"", mas sinto que poderia melhorar e muito. Jogo isso há quase 2 anos e ainda não cheguei no boss final, é um jogo longo e cansativo, possui muitas missões secundárias, que quanto mais você as faz, mais elas aparecem. Não sei como funciona o sistema de XP, mas sinto que não estou evoluindo como deveria, ainda estou em um level baixo. Chato!",2,2023-04-19 00:54:46,Google Classroom,Negativo,esse jogo tem uma ideia inicial boa porém possui diversas falhas e uma interface que deixa a desejar uso o aplicativo constantemente por conta de obrigações mas sinto que poderia melhorar e muito jogo isso há quase anos e ainda não cheguei no boss final é um jogo longo e cansativo possui muitas missões secundárias que quanto mais você as faz mais elas aparecem não sei como funciona o sistema de xp mas sinto que não estou evoluindo como deveria ainda estou em um level baixo chato,jog ide inic boa porém possu divers falh interfac deix desej uso aplic const cont obrig sint pod melhor jog quas ano aind cheg bos final jog long cans possu muit miss secundár quant faz aparec sei func sistem sint evolu dev aind level baix chat,jogo ideia inicial possuir diversos falha interface deixar desejar uso aplicativo constantemente conta obrigação sintar poder melhorar jogo quase ano cheguei boss jogo longo cansativo possuir muito missão secundário aparecer funcionar sintar evoluir dever level chato
"triste, agora pra receber explicoes mais claras precisa pagar o Plus, péssimo.",2,2025-06-04 22:21:38,Photomath,Negativo,triste agora pra receber explicoes mais claras precisa pagar o plus péssimo,trist agor pra receb explico cl precis pag plu péss,tristir pra receber explicoes claro precisar pagar plus péssimo
não consigo entrar no gratuito,1,2025-09-15 14:41:06,Babbel,Negativo,não consigo entrar no gratuito,consig entr gratuit,consigir entrar gratuito
Muito bom o app,1,2023-02-20 14:17:36,Google Classroom,Negativo,muito bom o app,bom app,app
é muito ruim,1,2024-05-02 18:26:09,Photomath,Negativo,é muito ruim,ruim,ruim
Quero cancela a assinatura e não consigo.,1,2024-09-17 00:51:10,Babbel,Negativo,quero cancela a assinatura e não consigo,quer cancel assinat consig,cancelar assinatura consigir
O curso não aparece quando compraa,1,2024-01-02 01:23:06,Udemy,Negativo,o curso não aparece quando compraa,curs aparec compra,curso aparecer compraa
👎👎👎,1,2023-03-04 18:39:58,Google Classroom,Negativo,👎👎👎,👎👎👎,
O aplicativo é bom. O único problema é que tem muitos anúncios...,2,2026-04-01 16:43:57,Duolingo,Negativo,o aplicativo é bom o único problema é que tem muitos anúncios,aplic bom únic problem muit anúnci,aplicativo único problema anúncio
não dá para para escolher as suas matérias,1,2024-11-25 17:42:25,Quizlet,Negativo,não dá para para escolher as suas matérias,escolh matér,escolher matéria
Não consigo baixar,1,2021-03-02 13:54:45,Khan Academy,Negativo,não consigo baixar,consig baix,consigir baixar
muito bom aplicativo recomendo só que eles colocaram o novo sistema de energias e eu vejo propaganda incentivando assinar o teste grátis do super só que são só 2 semanas com os dois testes grátis então o app literalmente te limita se fosse energia sem limite ou não tivesse energia de graça eu daria 5 estrelas de boa eu quero atualização de energia grátis para todo mundo,2,2026-04-03 21:02:55,Duolingo,Negativo,muito bom aplicativo recomendo só que eles colocaram o novo sistema de energias e eu vejo propaganda incentivando assinar o teste grátis do super só que são só semanas com os dois testes grátis então o app literalmente te limita se fosse energia sem limite ou não tivesse energia de graça eu daria estrelas de boa eu quero atualização de energia grátis para todo mundo,bom aplic recom coloc nov sistem energ vej propagand incentiv assin test grátil sup seman doi test grátil ent app liter limit energ limit energ graç dar estrel boa quer atual energ grátil tod mund,aplicativo recomer colocar energia vejo propagandar incentivar assinar teste grátis super semana teste grátis app literalmente limitar ser energia limite ter energia graça dar estrela atualização energia grátis mundo
Odeio escola,1,2022-09-20 05:16:47,Google Classroom,Negativo,odeio escola,odei escol,odeio Escola
"Uma hora o aplicativo pega muito bem, e na outra hora já não chega notificação ou entra.",2,2024-03-14 12:51:24,Google Classroom,Negativo,uma hora o aplicativo pega muito bem e na outra hora já não chega notificação ou entra,hor aplic peg bem outr hor cheg notific entr,hora aplicativo pegar hora chegar notificação entrar
pago e valor exorbitante,1,2025-06-28 14:21:55,Photomath,Negativo,pago e valor exorbitante,pag val exorbit,pagar exorbitante
"Era exatamente o que estava procurando. Mas infelizmente não tem todas as matérias. Eu preciso muito de história, geografia... e o português, estou no sétimo ano e tentando aprender algo no EAD. Por favor adicionem mais matérias o quanto antes!! O aplicativo me serve muito bem para ciências e matemática (as matérias que tem) mas eu preciso de outras ali, se não, não poderei continuar utilizando esse aplicativo. Se possível me enviar feedback",2,2020-11-04 08:00:43,Khan Academy,Negativo,era exatamente o que estava procurando mas infelizmente não tem todas as matérias eu preciso muito de história geografia e o português estou no sétimo ano e tentando aprender algo no ead por favor adicionem mais matérias o quanto antes o aplicativo me serve muito bem para ciências e matemática as matérias que tem mas eu preciso de outras ali se não não poderei continuar utilizando esse aplicativo se possível me enviar feedback,exat procur infeliz tod matér precis histór geograf portugu sét ano tent aprend alg ead favor adicion matér quant ant aplic serv bem ciênc matemá matér precis outr ali pod continu utiliz aplic possível envi feedback,exatamente procurar infelizmente matéria preciso história Geografia português ano tentar aprender ead adicionem matéria aplicativo servir ciência matemático matéria preciso poder continuar utilizar aplicativo enviar feedback
"Muito ruim, horrivel, todo mal feito 😎🤝",1,2023-03-09 14:56:01,Google Classroom,Negativo,muito ruim horrivel todo mal feito 😎🤝,ruim horri tod mal feit,ruim horrivel fazer
modo escuro,1,2025-05-06 14:10:15,Google Classroom,Negativo,modo escuro,mod escur,modo escuro
"logo!!!!! que eu conheci esse app eu amei ele, mas depois fiquei muito triste em sabe, que ele e pago agora",1,2024-05-03 13:07:32,Photomath,Negativo,logo que eu conheci esse app eu amei ele mas depois fiquei muito triste em sabe que ele e pago agora,log conhec app ame fiq trist sab pag agor,conheci app ameir fiquei tristir pagar
Tem exercício que não da resultados verdadeiro,1,2024-02-01 08:49:51,Photomath,Negativo,tem exercício que não da resultados verdadeiro,exercíci result verd,exercício resultado verdadeiro
"Essa ultimo update deu uma pane no meu celular quando estava assistindo a aula, que pensei que tinha quebrado meu celular, começou a tela piscar o video travar e aparecer aqueles ruido como se fosse tv antiga sem sinal depois travou tudo, sorte que eu segurei o botão desliga e forcei o desligamento se n tinha perdido meu moto g8 play",1,2022-10-11 04:10:16,Udemy,Negativo,essa ultimo update deu uma pane no meu celular quando estava assistindo a aula que pensei que tinha quebrado meu celular começou a tela piscar o video travar e aparecer aqueles ruido como se fosse tv antiga sem sinal depois travou tudo sorte que eu segurei o botão desliga e forcei o desligamento se n tinha perdido meu moto g play,ult updat deu pan celul assist aul pens quebr celul começ tel pisc vide trav aparec ruid antig sinal trav tud sort segur bot deslig forc deslig perd mot play,ultimo update dar pane celular assistir aula pensar ter quebrar celular começar tela piscar video travar aparecer ruer ser antigo sinal travar sorte segur botão desligar forçar desligamento ter perder moto play
